month,qty,product
2016_12,180,CZ10925053504
2017_01,145,CZ10925053504
2017_02,199,CZ10925053504
2017_03,55,CZ10925053504
2017_04,70,CZ10925053504
2017_05,58,CZ10925053504
2017_06,25,CZ10925053504
2017_07,84,CZ10925053504
2017_08,129,CZ10925053504
2017_09,70,CZ10925053504
2017_10,115,CZ10925053504
2017_11,29,CZ10925053504
2017_12,50,CZ10925053504
2018_01,42,CZ10925053504
2018_02,28,CZ10925053504
2018_03,46,CZ10925053504
2018_04,22,CZ10925053504
2018_05,21,CZ10925053504
2018_06,56,CZ10925053504
2018_07,158,CZ10925053504
2018_08,51,CZ10925053504
2018_09,63,CZ10925053504
2018_10,83,CZ10925053504
2018_11,52,CZ10925053504
2018_12,13,CZ10925053504
2019_01,33,CZ10925053504
2019_02,26,CZ10925053504
2016_01,85,CZ10925053505
2016_02,111,CZ10925053505
2016_03,105,CZ10925053505
2016_04,137,CZ10925053505
2016_05,180,CZ10925053505
2016_06,193,CZ10925053505
2016_07,163,CZ10925053505
2016_08,183,CZ10925053505
2016_09,96,CZ10925053505
2016_10,128,CZ10925053505
2016_11,294,CZ10925053505
2016_12,148,CZ10925053505
2017_01,121,CZ10925053505
2017_02,64,CZ10925053505
2017_03,82,CZ10925053505
2017_04,42,CZ10925053505
2017_05,61,CZ10925053505
2017_06,26,CZ10925053505
2017_07,94,CZ10925053505
2017_08,99,CZ10925053505
2017_09,100,CZ10925053505
2017_10,84,CZ10925053505
2017_11,110,CZ10925053505
2017_12,27,CZ10925053505
2018_01,36,CZ10925053505
2018_02,74,CZ10925053505
2018_03,37,CZ10925053505
2018_04,34,CZ10925053505
2018_05,39,CZ10925053505
2018_06,93,CZ10925053505
2018_07,44,CZ10925053505
2018_08,59,CZ10925053505
2018_09,76,CZ10925053505
2018_10,63,CZ10925053505
2018_11,57,CZ10925053505
2018_12,23,CZ10925053505
2019_01,43,CZ10925053505
2019_02,22,CZ10925053505
2016_01,32,CZ10925053541
2016_02,23,CZ10925053541
2016_03,33,CZ10925053541
2016_04,17,CZ10925053541
2016_05,28,CZ10925053541
2016_06,39,CZ10925053541
2016_07,17,CZ10925053541
2016_08,114,CZ10925053541
2016_09,182,CZ10925053541
2016_10,41,CZ10925053541
2016_11,54,CZ10925053541
2016_12,40,CZ10925053541
2017_01,95,CZ10925053541
2017_02,49,CZ10925053541
2017_03,31,CZ10925053541
2017_04,48,CZ10925053541
2017_05,50,CZ10925053541
2017_06,96,CZ10925053541
2017_07,98,CZ10925053541
2017_08,83,CZ10925053541
2017_09,48,CZ10925053541
2017_10,71,CZ10925053541
2017_11,55,CZ10925053541
2017_12,86,CZ10925053541
2018_01,80,CZ10925053541
2018_02,33,CZ10925053541
2018_03,47,CZ10925053541
2018_04,27,CZ10925053541
2018_05,19,CZ10925053541
2018_06,36,CZ10925053541
2018_07,74,CZ10925053541
2018_08,69,CZ10925053541
2018_09,53,CZ10925053541
2018_10,64,CZ10925053541
2018_11,74,CZ10925053541
2018_12,42,CZ10925053541
2019_01,44,CZ10925053541
2019_02,27,CZ10925053541
2016_01,9,CZ10925053542
2016_02,17,CZ10925053542
2016_03,20,CZ10925053542
2016_04,24,CZ10925053542
2016_05,5,CZ10925053542
2016_06,18,CZ10925053542
2016_07,29,CZ10925053542
2016_08,54,CZ10925053542
2016_09,81,CZ10925053542
2016_10,18,CZ10925053542
2016_11,42,CZ10925053542
2016_12,34,CZ10925053542
2017_01,67,CZ10925053542
2017_02,25,CZ10925053542
2017_03,40,CZ10925053542
2017_04,29,CZ10925053542
2017_05,37,CZ10925053542
2017_06,39,CZ10925053542
2017_07,56,CZ10925053542
2017_08,55,CZ10925053542
2017_09,44,CZ10925053542
2017_10,86,CZ10925053542
2017_11,56,CZ10925053542
2017_12,31,CZ10925053542
2018_01,47,CZ10925053542
2018_02,18,CZ10925053542
2018_03,23,CZ10925053542
2018_04,31,CZ10925053542
2018_05,32,CZ10925053542
2018_06,82,CZ10925053542
2018_07,42,CZ10925053542
2018_08,38,CZ10925053542
2018_09,41,CZ10925053542
2018_10,35,CZ10925053542
2018_11,52,CZ10925053542
2018_12,9,CZ10925053542
2019_01,51,CZ10925053542
2019_02,40,CZ10925053542
2016_01,42,CZ10925053546
2016_02,10,CZ10925053546
2016_03,71,CZ10925053546
2016_04,23,CZ10925053546
2016_05,85,CZ10925053546
2016_06,132,CZ10925053546
2016_07,79,CZ10925053546
2016_08,154,CZ10925053546
2016_09,173,CZ10925053546
2016_10,123,CZ10925053546
2016_11,191,CZ10925053546
2016_12,96,CZ10925053546
2017_01,140,CZ10925053546
2017_02,117,CZ10925053546
2017_03,121,CZ10925053546
2017_04,80,CZ10925053546
2017_05,37,CZ10925053546
2017_06,185,CZ10925053546
2017_07,45,CZ10925053546
2017_08,167,CZ10925053546
2017_09,188,CZ10925053546
2017_10,199,CZ10925053546
2017_11,146,CZ10925053546
2017_12,52,CZ10925053546
2018_01,236,CZ10925053546
2018_02,125,CZ10925053546
2018_03,118,CZ10925053546
2018_04,7,CZ10925053546
2018_05,126,CZ10925053546
2018_06,48,CZ10925053546
2018_07,153,CZ10925053546
2018_08,163,CZ10925053546
2018_09,118,CZ10925053546
2018_10,176,CZ10925053546
2018_11,98,CZ10925053546
2018_12,106,CZ10925053546
2019_01,106,CZ10925053546
2019_02,94,CZ10925053546
2016_01,23,CZ10925054252
2016_02,3,CZ10925054252
2016_03,7,CZ10925054252
2016_04,11,CZ10925054252
2016_05,34,CZ10925054252
2016_06,28,CZ10925054252
2016_07,13,CZ10925054252
2016_08,9,CZ10925054252
2016_09,21,CZ10925054252
2016_10,12,CZ10925054252
2016_11,4,CZ10925054252
2016_12,7,CZ10925054252
2017_01,5,CZ10925054252
2017_02,13,CZ10925054252
2017_03,15,CZ10925054252
2017_04,9,CZ10925054252
2017_05,4,CZ10925054252
2017_06,39,CZ10925054252
2017_07,77,CZ10925054252
2017_08,13,CZ10925054252
2017_09,7,CZ10925054252
2017_10,12,CZ10925054252
2017_11,11,CZ10925054252
2017_12,8,CZ10925054252
2018_01,5,CZ10925054252
2018_02,32,CZ10925054252
2018_03,37,CZ10925054252
2018_04,27,CZ10925054252
2018_05,11,CZ10925054252
2018_06,21,CZ10925054252
2018_07,21,CZ10925054252
2018_08,19,CZ10925054252
2018_09,22,CZ10925054252
2018_10,12,CZ10925054252
2018_11,6,CZ10925054252
2018_12,12,CZ10925054252
2019_01,10,CZ10925054252
2019_02,11,CZ10925054252
2016_01,10,CZ10925054637
2016_02,12,CZ10925054637
2016_03,8,CZ10925054637
2016_04,8,CZ10925054637
2016_05,9,CZ10925054637
2016_06,41,CZ10925054637
2016_07,28,CZ10925054637
2016_08,23,CZ10925054637
2016_09,23,CZ10925054637
2016_10,19,CZ10925054637
2016_11,16,CZ10925054637
2016_12,10,CZ10925054637
2017_01,19,CZ10925054637
2017_02,10,CZ10925054637
2017_03,14,CZ10925054637
2017_04,11,CZ10925054637
2017_05,14,CZ10925054637
2017_06,44,CZ10925054637
2017_07,32,CZ10925054637
2017_08,39,CZ10925054637
2017_09,41,CZ10925054637
2017_10,58,CZ10925054637
2017_11,22,CZ10925054637
2017_12,20,CZ10925054637
2018_01,21,CZ10925054637
2018_02,7,CZ10925054637
2018_03,14,CZ10925054637
2018_04,23,CZ10925054637
2018_05,41,CZ10925054637
2018_06,31,CZ10925054637
2018_07,30,CZ10925054637
2018_08,56,CZ10925054637
2018_09,33,CZ10925054637
2018_10,37,CZ10925054637
2018_11,26,CZ10925054637
2018_12,20,CZ10925054637
2019_01,31,CZ10925054637
2019_02,18,CZ10925054637
2016_01,22,CZ10925054640
2016_02,27,CZ10925054640
2016_03,16,CZ10925054640
2016_04,10,CZ10925054640
2016_05,15,CZ10925054640
2016_06,37,CZ10925054640
2016_07,34,CZ10925054640
2016_08,31,CZ10925054640
2016_09,39,CZ10925054640
2016_10,22,CZ10925054640
2016_11,38,CZ10925054640
2016_12,27,CZ10925054640
2017_01,24,CZ10925054640
2017_02,44,CZ10925054640
2017_03,34,CZ10925054640
2017_04,24,CZ10925054640
2017_05,20,CZ10925054640
2017_06,63,CZ10925054640
2017_07,42,CZ10925054640
2017_08,103,CZ10925054640
2017_09,38,CZ10925054640
2017_10,67,CZ10925054640
2017_11,62,CZ10925054640
2017_12,22,CZ10925054640
2018_01,34,CZ10925054640
2018_02,21,CZ10925054640
2018_03,27,CZ10925054640
2018_04,38,CZ10925054640
2018_05,30,CZ10925054640
2018_06,21,CZ10925054640
2018_07,20,CZ10925054640
2018_08,42,CZ10925054640
2018_09,32,CZ10925054640
2018_10,39,CZ10925054640
2018_11,34,CZ10925054640
2018_12,24,CZ10925054640
2019_01,25,CZ10925054640
2019_02,36,CZ10925054640
2016_01,8,CZ10925054695
2016_02,12,CZ10925054695
2016_03,17,CZ10925054695
2016_04,9,CZ10925054695
2016_05,12,CZ10925054695
2016_06,18,CZ10925054695
2016_07,19,CZ10925054695
2016_08,9,CZ10925054695
2016_09,7,CZ10925054695
2016_10,16,CZ10925054695
2016_11,5,CZ10925054695
2016_12,3,CZ10925054695
2017_01,14,CZ10925054695
2017_02,10,CZ10925054695
2017_03,6,CZ10925054695
2017_04,51,CZ10925054695
2017_05,23,CZ10925054695
2017_06,36,CZ10925054695
2017_07,13,CZ10925054695
2017_08,20,CZ10925054695
2017_09,9,CZ10925054695
2017_10,25,CZ10925054695
2017_11,11,CZ10925054695
2017_12,38,CZ10925054695
2018_01,26,CZ10925054695
2018_02,51,CZ10925054695
2018_03,9,CZ10925054695
2018_04,13,CZ10925054695
2018_05,8,CZ10925054695
2018_06,17,CZ10925054695
2018_07,16,CZ10925054695
2018_08,17,CZ10925054695
2018_09,16,CZ10925054695
2018_10,16,CZ10925054695
2018_11,18,CZ10925054695
2018_12,4,CZ10925054695
2019_01,18,CZ10925054695
2019_02,6,CZ10925054695
2016_01,16,CZ10925054696
2016_02,17,CZ10925054696
2016_03,14,CZ10925054696
2016_04,16,CZ10925054696
2016_05,18,CZ10925054696
2016_06,15,CZ10925054696
2016_07,14,CZ10925054696
2016_08,3,CZ10925054696
2016_09,19,CZ10925054696
2016_10,20,CZ10925054696
2016_11,12,CZ10925054696
2016_12,17,CZ10925054696
2017_01,14,CZ10925054696
2017_02,6,CZ10925054696
2017_03,28,CZ10925054696
2017_04,12,CZ10925054696
2017_05,12,CZ10925054696
2017_06,19,CZ10925054696
2017_07,8,CZ10925054696
2017_08,20,CZ10925054696
2017_09,8,CZ10925054696
2017_10,24,CZ10925054696
2017_11,16,CZ10925054696
2017_12,11,CZ10925054696
2018_01,13,CZ10925054696
2018_02,12,CZ10925054696
2018_03,7,CZ10925054696
2018_04,13,CZ10925054696
2018_05,13,CZ10925054696
2018_06,19,CZ10925054696
2018_07,9,CZ10925054696
2018_08,38,CZ10925054696
2018_09,57,CZ10925054696
2018_10,54,CZ10925054696
2018_11,25,CZ10925054696
2018_12,13,CZ10925054696
2019_01,35,CZ10925054696
2019_02,17,CZ10925054696
2016_01,7,CZ10925054697
2016_02,2,CZ10925054697
2016_03,12,CZ10925054697
2016_04,8,CZ10925054697
2016_05,43,CZ10925054697
2016_06,3,CZ10925054697
2016_07,10,CZ10925054697
2016_08,15,CZ10925054697
2016_09,19,CZ10925054697
2016_10,19,CZ10925054697
2016_11,32,CZ10925054697
2016_12,9,CZ10925054697
2017_01,16,CZ10925054697
2017_02,3,CZ10925054697
2017_03,7,CZ10925054697
2017_04,14,CZ10925054697
2017_05,9,CZ10925054697
2017_06,14,CZ10925054697
2017_07,20,CZ10925054697
2017_08,31,CZ10925054697
2017_09,8,CZ10925054697
2017_10,21,CZ10925054697
2017_11,9,CZ10925054697
2017_12,3,CZ10925054697
2018_01,38,CZ10925054697
2018_02,12,CZ10925054697
2018_03,13,CZ10925054697
2018_04,10,CZ10925054697
2018_05,22,CZ10925054697
2018_06,14,CZ10925054697
2018_07,10,CZ10925054697
2018_08,32,CZ10925054697
2018_09,24,CZ10925054697
2018_10,23,CZ10925054697
2018_11,16,CZ10925054697
2018_12,9,CZ10925054697
2019_01,12,CZ10925054697
2019_02,11,CZ10925054697
2016_01,8,CZ10925500003
2016_02,13,CZ10925500003
2016_03,6,CZ10925500003
2016_04,11,CZ10925500003
2016_05,14,CZ10925500003
2016_06,25,CZ10925500003
2016_07,26,CZ10925500003
2016_08,27,CZ10925500003
2016_09,31,CZ10925500003
2016_10,20,CZ10925500003
2016_11,28,CZ10925500003
2016_12,18,CZ10925500003
2017_01,29,CZ10925500003
2017_02,16,CZ10925500003
2017_03,17,CZ10925500003
2017_04,14,CZ10925500003
2017_05,13,CZ10925500003
2017_06,20,CZ10925500003
2017_07,25,CZ10925500003
2017_08,26,CZ10925500003
2017_09,24,CZ10925500003
2017_10,30,CZ10925500003
2017_11,24,CZ10925500003
2017_12,20,CZ10925500003
2018_01,28,CZ10925500003
2018_02,22,CZ10925500003
2018_03,14,CZ10925500003
2018_04,14,CZ10925500003
2018_05,28,CZ10925500003
2018_06,24,CZ10925500003
2018_07,20,CZ10925500003
2018_08,30,CZ10925500003
2018_09,37,CZ10925500003
2018_10,28,CZ10925500003
2018_11,16,CZ10925500003
2018_12,5,CZ10925500003
2019_01,18,CZ10925500003
2019_02,12,CZ10925500003
2016_01,26,CZ10925501003
2016_02,33,CZ10925501003
2016_03,43,CZ10925501003
2016_04,60,CZ10925501003
2016_05,53,CZ10925501003
2016_06,48,CZ10925501003
2016_07,37,CZ10925501003
2016_08,62,CZ10925501003
2016_09,45,CZ10925501003
2016_10,41,CZ10925501003
2016_11,40,CZ10925501003
2016_12,26,CZ10925501003
2017_01,32,CZ10925501003
2017_02,36,CZ10925501003
2017_03,46,CZ10925501003
2017_04,25,CZ10925501003
2017_05,25,CZ10925501003
2017_06,35,CZ10925501003
2017_07,30,CZ10925501003
2017_08,30,CZ10925501003
2017_09,49,CZ10925501003
2017_10,30,CZ10925501003
2017_11,30,CZ10925501003
2017_12,20,CZ10925501003
2018_01,29,CZ10925501003
2018_02,26,CZ10925501003
2018_03,31,CZ10925501003
2018_04,41,CZ10925501003
2018_05,37,CZ10925501003
2018_06,23,CZ10925501003
2018_07,33,CZ10925501003
2018_08,48,CZ10925501003
2018_09,41,CZ10925501003
2018_10,42,CZ10925501003
2018_11,47,CZ10925501003
2018_12,30,CZ10925501003
2019_01,32,CZ10925501003
2019_02,28,CZ10925501003
2016_01,28,CZ10925501004
2016_02,44,CZ10925501004
2016_03,39,CZ10925501004
2016_04,51,CZ10925501004
2016_05,46,CZ10925501004
2016_06,43,CZ10925501004
2016_07,49,CZ10925501004
2016_08,64,CZ10925501004
2016_09,45,CZ10925501004
2016_10,62,CZ10925501004
2016_11,61,CZ10925501004
2016_12,24,CZ10925501004
2017_01,41,CZ10925501004
2017_02,26,CZ10925501004
2017_03,51,CZ10925501004
2017_04,49,CZ10925501004
2017_05,55,CZ10925501004
2017_06,53,CZ10925501004
2017_07,44,CZ10925501004
2017_08,63,CZ10925501004
2017_09,81,CZ10925501004
2017_10,52,CZ10925501004
2017_11,68,CZ10925501004
2017_12,59,CZ10925501004
2018_01,55,CZ10925501004
2018_02,65,CZ10925501004
2018_03,64,CZ10925501004
2018_04,71,CZ10925501004
2018_05,34,CZ10925501004
2018_06,41,CZ10925501004
2018_07,57,CZ10925501004
2018_08,77,CZ10925501004
2018_09,43,CZ10925501004
2018_10,60,CZ10925501004
2018_11,79,CZ10925501004
2018_12,18,CZ10925501004
2019_01,47,CZ10925501004
2019_02,40,CZ10925501004
2016_01,61,CZ10925503014
2016_02,51,CZ10925503014
2016_03,88,CZ10925503014
2016_04,54,CZ10925503014
2016_05,56,CZ10925503014
2016_06,73,CZ10925503014
2016_07,71,CZ10925503014
2016_08,76,CZ10925503014
2016_09,68,CZ10925503014
2016_10,87,CZ10925503014
2016_11,90,CZ10925503014
2016_12,46,CZ10925503014
2017_01,66,CZ10925503014
2017_02,64,CZ10925503014
2017_03,57,CZ10925503014
2017_04,53,CZ10925503014
2017_05,67,CZ10925503014
2017_06,75,CZ10925503014
2017_07,61,CZ10925503014
2017_08,75,CZ10925503014
2017_09,80,CZ10925503014
2017_10,80,CZ10925503014
2017_11,104,CZ10925503014
2017_12,54,CZ10925503014
2018_01,65,CZ10925503014
2018_02,49,CZ10925503014
2018_03,56,CZ10925503014
2018_04,48,CZ10925503014
2018_05,59,CZ10925503014
2018_06,72,CZ10925503014
2018_07,37,CZ10925503014
2018_08,63,CZ10925503014
2018_09,68,CZ10925503014
2018_10,63,CZ10925503014
2018_11,69,CZ10925503014
2018_12,42,CZ10925503014
2019_01,60,CZ10925503014
2019_02,39,CZ10925503014
2016_01,8,CZ10925503025
2016_02,7,CZ10925503025
2016_03,7,CZ10925503025
2016_04,8,CZ10925503025
2016_05,8,CZ10925503025
2016_06,5,CZ10925503025
2016_07,11,CZ10925503025
2016_08,17,CZ10925503025
2016_09,47,CZ10925503025
2016_10,34,CZ10925503025
2016_11,29,CZ10925503025
2016_12,15,CZ10925503025
2017_01,17,CZ10925503025
2017_02,9,CZ10925503025
2017_03,14,CZ10925503025
2017_04,9,CZ10925503025
2017_05,25,CZ10925503025
2017_06,47,CZ10925503025
2017_07,58,CZ10925503025
2017_08,35,CZ10925503025
2017_09,34,CZ10925503025
2017_10,43,CZ10925503025
2017_11,55,CZ10925503025
2017_12,44,CZ10925503025
2018_01,12,CZ10925503025
2018_02,42,CZ10925503025
2018_03,22,CZ10925503025
2018_04,18,CZ10925503025
2018_05,22,CZ10925503025
2018_06,53,CZ10925503025
2018_07,26,CZ10925503025
2018_08,52,CZ10925503025
2018_09,65,CZ10925503025
2018_10,37,CZ10925503025
2018_11,32,CZ10925503025
2018_12,8,CZ10925503025
2019_01,36,CZ10925503025
2019_02,28,CZ10925503025
2016_01,40,CZ10925503026
2016_02,22,CZ10925503026
2016_03,37,CZ10925503026
2016_04,27,CZ10925503026
2016_05,26,CZ10925503026
2016_06,39,CZ10925503026
2016_07,33,CZ10925503026
2016_08,39,CZ10925503026
2016_09,23,CZ10925503026
2016_10,30,CZ10925503026
2016_11,28,CZ10925503026
2016_12,25,CZ10925503026
2017_01,18,CZ10925503026
2017_02,23,CZ10925503026
2017_03,27,CZ10925503026
2017_04,12,CZ10925503026
2017_05,40,CZ10925503026
2017_06,18,CZ10925503026
2017_07,16,CZ10925503026
2017_08,31,CZ10925503026
2017_09,37,CZ10925503026
2017_10,14,CZ10925503026
2017_11,24,CZ10925503026
2017_12,17,CZ10925503026
2018_01,14,CZ10925503026
2018_02,11,CZ10925503026
2018_03,12,CZ10925503026
2018_04,16,CZ10925503026
2018_05,10,CZ10925503026
2018_06,13,CZ10925503026
2018_07,12,CZ10925503026
2018_08,20,CZ10925503026
2018_09,12,CZ10925503026
2018_10,26,CZ10925503026
2018_11,26,CZ10925503026
2018_12,8,CZ10925503026
2019_01,9,CZ10925503026
2019_02,16,CZ10925503026
2016_01,29,CZ10925505002
2016_02,43,CZ10925505002
2016_03,43,CZ10925505002
2016_04,34,CZ10925505002
2016_05,51,CZ10925505002
2016_06,44,CZ10925505002
2016_07,35,CZ10925505002
2016_08,41,CZ10925505002
2016_09,56,CZ10925505002
2016_10,42,CZ10925505002
2016_11,51,CZ10925505002
2016_12,31,CZ10925505002
2017_01,37,CZ10925505002
2017_02,21,CZ10925505002
2017_03,31,CZ10925505002
2017_04,37,CZ10925505002
2017_05,63,CZ10925505002
2017_06,48,CZ10925505002
2017_07,51,CZ10925505002
2017_08,54,CZ10925505002
2017_09,59,CZ10925505002
2017_10,53,CZ10925505002
2017_11,61,CZ10925505002
2017_12,35,CZ10925505002
2018_01,44,CZ10925505002
2018_02,37,CZ10925505002
2018_03,36,CZ10925505002
2018_04,67,CZ10925505002
2018_05,67,CZ10925505002
2018_06,64,CZ10925505002
2018_07,46,CZ10925505002
2018_08,66,CZ10925505002
2018_09,55,CZ10925505002
2018_10,74,CZ10925505002
2018_11,66,CZ10925505002
2018_12,36,CZ10925505002
2019_01,65,CZ10925505002
2019_02,57,CZ10925505002
2016_01,16,CZ10925511019
2016_02,21,CZ10925511019
2016_03,18,CZ10925511019
2016_04,21,CZ10925511019
2016_05,16,CZ10925511019
2016_06,29,CZ10925511019
2016_07,16,CZ10925511019
2016_08,24,CZ10925511019
2016_09,18,CZ10925511019
2016_10,28,CZ10925511019
2016_11,13,CZ10925511019
2016_12,6,CZ10925511019
2017_01,8,CZ10925511019
2017_02,12,CZ10925511019
2017_03,5,CZ10925511019
2017_04,13,CZ10925511019
2017_05,6,CZ10925511019
2017_06,17,CZ10925511019
2017_07,10,CZ10925511019
2017_08,10,CZ10925511019
2017_09,27,CZ10925511019
2017_10,17,CZ10925511019
2017_11,22,CZ10925511019
2017_12,23,CZ10925511019
2018_01,7,CZ10925511019
2018_02,6,CZ10925511019
2018_03,15,CZ10925511019
2018_04,7,CZ10925511019
2018_05,16,CZ10925511019
2018_06,16,CZ10925511019
2018_07,12,CZ10925511019
2018_08,25,CZ10925511019
2018_09,12,CZ10925511019
2018_10,14,CZ10925511019
2018_11,12,CZ10925511019
2018_12,5,CZ10925511019
2019_01,12,CZ10925511019
2019_02,8,CZ10925511019
2016_01,11,CZ10925542752
2016_02,11,CZ10925542752
2016_03,7,CZ10925542752
2016_04,12,CZ10925542752
2016_05,10,CZ10925542752
2016_06,18,CZ10925542752
2016_07,17,CZ10925542752
2016_08,15,CZ10925542752
2016_09,13,CZ10925542752
2016_10,7,CZ10925542752
2016_11,13,CZ10925542752
2016_12,7,CZ10925542752
2017_01,11,CZ10925542752
2017_02,23,CZ10925542752
2017_03,13,CZ10925542752
2017_04,6,CZ10925542752
2017_05,24,CZ10925542752
2017_06,15,CZ10925542752
2017_07,16,CZ10925542752
2017_08,12,CZ10925542752
2017_09,17,CZ10925542752
2017_10,7,CZ10925542752
2017_11,19,CZ10925542752
2017_12,5,CZ10925542752
2018_01,9,CZ10925542752
2018_02,9,CZ10925542752
2018_03,20,CZ10925542752
2018_04,14,CZ10925542752
2018_05,11,CZ10925542752
2018_06,22,CZ10925542752
2018_07,22,CZ10925542752
2018_08,16,CZ10925542752
2018_09,17,CZ10925542752
2018_10,16,CZ10925542752
2018_11,12,CZ10925542752
2018_12,10,CZ10925542752
2019_01,16,CZ10925542752
2019_02,8,CZ10925542752
2016_01,5,CZ10925581013
2016_02,5,CZ10925581013
2016_03,14,CZ10925581013
2016_04,11,CZ10925581013
2016_05,16,CZ10925581013
2016_06,19,CZ10925581013
2016_07,15,CZ10925581013
2016_08,26,CZ10925581013
2016_09,39,CZ10925581013
2016_10,32,CZ10925581013
2016_11,32,CZ10925581013
2016_12,23,CZ10925581013
2017_01,25,CZ10925581013
2017_02,25,CZ10925581013
2017_03,28,CZ10925581013
2017_04,20,CZ10925581013
2017_05,26,CZ10925581013
2017_06,25,CZ10925581013
2017_07,24,CZ10925581013
2017_08,30,CZ10925581013
2017_09,53,CZ10925581013
2017_10,41,CZ10925581013
2017_11,30,CZ10925581013
2017_12,32,CZ10925581013
2018_01,36,CZ10925581013
2018_02,36,CZ10925581013
2018_03,36,CZ10925581013
2018_04,33,CZ10925581013
2018_05,31,CZ10925581013
2018_06,33,CZ10925581013
2018_07,36,CZ10925581013
2018_08,31,CZ10925581013
2018_09,36,CZ10925581013
2018_10,20,CZ10925581013
2018_11,27,CZ10925581013
2018_12,17,CZ10925581013
2019_01,25,CZ10925581013
2019_02,21,CZ10925581013
2016_01,9,CZ10925582009
2016_02,10,CZ10925582009
2016_03,7,CZ10925582009
2016_04,7,CZ10925582009
2016_05,12,CZ10925582009
2016_06,9,CZ10925582009
2016_07,16,CZ10925582009
2016_08,13,CZ10925582009
2016_09,14,CZ10925582009
2016_10,9,CZ10925582009
2016_11,17,CZ10925582009
2016_12,3,CZ10925582009
2017_01,16,CZ10925582009
2017_02,13,CZ10925582009
2017_03,4,CZ10925582009
2017_04,7,CZ10925582009
2017_05,9,CZ10925582009
2017_06,12,CZ10925582009
2017_07,11,CZ10925582009
2017_08,12,CZ10925582009
2017_09,15,CZ10925582009
2017_10,11,CZ10925582009
2017_11,12,CZ10925582009
2017_12,6,CZ10925582009
2018_01,11,CZ10925582009
2018_02,4,CZ10925582009
2018_03,5,CZ10925582009
2018_04,12,CZ10925582009
2018_05,25,CZ10925582009
2018_06,26,CZ10925582009
2018_07,32,CZ10925582009
2018_08,28,CZ10925582009
2018_09,19,CZ10925582009
2018_10,28,CZ10925582009
2018_11,31,CZ10925582009
2018_12,9,CZ10925582009
2019_01,13,CZ10925582009
2019_02,16,CZ10925582009
2016_01,79,CZ10933009209
2016_02,56,CZ10933009209
2016_03,89,CZ10933009209
2016_04,91,CZ10933009209
2016_05,104,CZ10933009209
2016_06,297,CZ10933009209
2016_07,153,CZ10933009209
2016_08,176,CZ10933009209
2016_09,143,CZ10933009209
2016_10,58,CZ10933009209
2016_11,85,CZ10933009209
2016_12,70,CZ10933009209
2017_01,86,CZ10933009209
2017_02,45,CZ10933009209
2017_03,87,CZ10933009209
2017_04,88,CZ10933009209
2017_05,104,CZ10933009209
2017_06,124,CZ10933009209
2017_07,105,CZ10933009209
2017_08,95,CZ10933009209
2017_09,58,CZ10933009209
2017_10,122,CZ10933009209
2017_11,87,CZ10933009209
2017_12,47,CZ10933009209
2018_01,29,CZ10933009209
2018_02,37,CZ10933009209
2018_03,51,CZ10933009209
2018_04,97,CZ10933009209
2018_05,122,CZ10933009209
2018_06,152,CZ10933009209
2018_07,95,CZ10933009209
2018_08,138,CZ10933009209
2018_09,70,CZ10933009209
2018_10,70,CZ10933009209
2018_11,80,CZ10933009209
2018_12,22,CZ10933009209
2019_01,49,CZ10933009209
2019_02,25,CZ10933009209
2016_01,75,CZ10933009714
2016_02,141,CZ10933009714
2016_03,85,CZ10933009714
2016_04,79,CZ10933009714
2016_05,147,CZ10933009714
2016_06,164,CZ10933009714
2016_07,273,CZ10933009714
2016_08,97,CZ10933009714
2016_09,163,CZ10933009714
2016_10,43,CZ10933009714
2016_11,126,CZ10933009714
2016_12,44,CZ10933009714
2017_01,171,CZ10933009714
2017_02,60,CZ10933009714
2017_03,151,CZ10933009714
2017_04,40,CZ10933009714
2017_05,121,CZ10933009714
2017_06,164,CZ10933009714
2017_07,146,CZ10933009714
2017_08,140,CZ10933009714
2017_09,145,CZ10933009714
2017_10,122,CZ10933009714
2017_11,153,CZ10933009714
2017_12,72,CZ10933009714
2018_01,67,CZ10933009714
2018_02,65,CZ10933009714
2018_03,72,CZ10933009714
2018_04,80,CZ10933009714
2018_05,111,CZ10933009714
2018_06,131,CZ10933009714
2018_07,135,CZ10933009714
2018_08,155,CZ10933009714
2018_09,139,CZ10933009714
2018_10,43,CZ10933009714
2018_11,181,CZ10933009714
2018_12,69,CZ10933009714
2019_01,68,CZ10933009714
2019_02,35,CZ10933009714
2016_01,75,CZ10933009719
2016_02,37,CZ10933009719
2016_03,48,CZ10933009719
2016_04,95,CZ10933009719
2016_05,44,CZ10933009719
2016_06,61,CZ10933009719
2016_07,45,CZ10933009719
2016_08,44,CZ10933009719
2016_09,42,CZ10933009719
2016_10,43,CZ10933009719
2016_11,31,CZ10933009719
2016_12,15,CZ10933009719
2017_01,38,CZ10933009719
2017_02,25,CZ10933009719
2017_03,31,CZ10933009719
2017_04,24,CZ10933009719
2017_05,50,CZ10933009719
2017_06,49,CZ10933009719
2017_07,80,CZ10933009719
2017_08,65,CZ10933009719
2017_09,27,CZ10933009719
2017_10,80,CZ10933009719
2017_11,38,CZ10933009719
2017_12,25,CZ10933009719
2018_01,19,CZ10933009719
2018_02,15,CZ10933009719
2018_03,25,CZ10933009719
2018_04,41,CZ10933009719
2018_05,81,CZ10933009719
2018_06,72,CZ10933009719
2018_07,51,CZ10933009719
